"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010165","GO:0010165","response to X-ray","6/778","28/18986",0.214285714285714,5.22934263679765,4.62934559765509,0.000807063804509126,0.00707222812730649,0.00605247997698343,"64710/7520/7516/641/3735/2547",6
"GO:0031053","GO:0031053","primary miRNA processing","5/778","19/18986",0.263157894736842,6.42199972940062,4.88765954237055,0.000820949891390428,0.00714360360037405,0.00611356378449257,"6428/51593/3181/4686/54487",5
"GO:0032069","GO:0032069","regulation of nuclease activity","5/778","19/18986",0.263157894736842,6.42199972940062,4.88765954237055,0.000820949891390428,0.00714360360037405,0.00611356378449257,"6059/4869/1663/3146/5111",5
"GO:1904505","GO:1904505","regulation of telomere maintenance in response to DNA damage","5/778","19/18986",0.263157894736842,6.42199972940062,4.88765954237055,0.000820949891390428,0.00714360360037405,0.00611356378449257,"8607/86/10445/7515/10856",5
"GO:0140719","GO:0140719","constitutive heterochromatin formation","9/778","62/18986",0.145161290322581,3.54245791525002,4.1448338378042,0.000899783097024126,0.00781137279346758,0.00668504699992221,"23028/8520/8467/2146/10664/3021/84444/10155/1786",9
"GO:2001032","GO:2001032","regulation of double-strand break repair via nonhomologous end joining","6/778","29/18986",0.206896551724138,5.04902047690808,4.5105359011503,0.000982720669092356,0.00851159224529412,0.00728430145486702,"79000/7155/7468/7913/55135/23347",6
"GO:1902117","GO:1902117","positive regulation of organelle assembly","11/778","89/18986",0.123595505617978,3.01617515380838,3.94085818862939,0.00101163356781386,0.00874173173298416,0.0074812570134383,"29899/163786/6491/55704/10733/9662/57472/55835/9738/10615/23636",11
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","12/778","103/18986",0.116504854368932,2.84313774427833,3.87708109897546,0.00103220830312841,0.00889892285352967,0.0076157826668159,"3192/27101/6432/4691/7520/8467/9774/6428/292/6470/4605/6217",12
"GO:0039692","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","5/778","20/18986",0.25,6.10089974293059,4.71778221922762,0.00105797558996817,0.00896538742249729,0.00767266367597087,"7155/7153/10155/9582/6598",5
"GO:0051447","GO:0051447","negative regulation of meiotic cell cycle","5/778","20/18986",0.25,6.10089974293059,4.71778221922762,0.00105797558996817,0.00896538742249729,0.00767266367597087,"9319/7272/26271/11130/57082",5
"GO:0010826","GO:0010826","negative regulation of centrosome duplication","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"4869/10432/899/672",4
"GO:0033313","GO:0033313","meiotic cell cycle checkpoint signaling","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"9319/7272/11130/57082",4
"GO:0045835","GO:0045835","negative regulation of meiotic nuclear division","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"9319/26271/11130/57082",4
"GO:0046606","GO:0046606","negative regulation of centrosome cycle","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"4869/10432/899/672",4
"GO:0070200","GO:0070200","establishment of protein localization to telomere","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"6950/908/65057/55135",4
"GO:0072697","GO:0072697","protein localization to cell cortex","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"29899/7430/89958/5347",4
"GO:0072710","GO:0072710","response to hydroxyurea","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"8914/1663/5888/641",4
"GO:1900152","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","4/778","12/18986",0.333333333333333,8.13453299057412,5.11023300153348,0.0010639342695329,0.00896538742249729,0.00767266367597087,"1660/4904/3192/3184",4
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","7/778","40/18986",0.175,4.27062982005141,4.2802249887702,0.00107961484925192,0.0090770320546338,0.00776821021213743,"8833/5471/10606/3251/9414/5198/2618",7
"GO:0051785","GO:0051785","positive regulation of nuclear division","9/778","64/18986",0.140625,3.43175610539846,4.02800925480885,0.0011358891782177,0.00952870629727345,0.0081547573173051,"991/9700/10635/221150/9787/220134/11065/6790/23636",9
"GO:0034644","GO:0034644","cellular response to UV","11/778","91/18986",0.120879120879121,2.94988558998842,3.85407671227157,0.00121770562835349,0.0101921415036852,0.00872253146578441,"142/26155/23028/993/4869/55872/1965/9212/5111/5424/10856",11
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","12/778","105/18986",0.114285714285714,2.78898273962541,3.79972600148888,0.00122316064057322,0.010214896356286,0.00874200528468084,"3192/27101/6432/4691/7520/8467/9774/6428/292/6470/4605/6217",12
"GO:0000028","GO:0000028","ribosomal small subunit assembly","5/778","21/18986",0.238095238095238,5.81038070755294,4.55907408751124,0.00134218209992182,0.011183852185286,0.00957124688266615,"7520/64745/51081/6209/6193",5
"GO:0039694","GO:0039694","viral RNA genome replication","6/778","31/18986",0.193548387096774,4.72327722033336,4.28852852051513,0.00142070847461742,0.0117855660794374,0.0100861993461143,"7155/5094/7153/10155/9582/6598",6
"GO:0097421","GO:0097421","liver regeneration","6/778","31/18986",0.193548387096774,4.72327722033336,4.28852852051513,0.00142070847461742,0.0117855660794374,0.0100861993461143,"2146/10419/6426/5111/6790/6209",6
"GO:0006448","GO:0006448","regulation of translational elongation","4/778","13/18986",0.307692307692308,7.50879968360688,4.85253364744281,0.00148722380020477,0.0122556433690163,0.0104884959535761,"10399/1984/9775/10600",4
"GO:0016446","GO:0016446","somatic hypermutation of immunoglobulin genes","4/778","13/18986",0.307692307692308,7.50879968360688,4.85253364744281,0.00148722380020477,0.0122556433690163,0.0104884959535761,"9156/2956/10721/4292",4
"GO:1903867","GO:1903867","extraembryonic membrane development","4/778","13/18986",0.307692307692308,7.50879968360688,4.85253364744281,0.00148722380020477,0.0122556433690163,0.0104884959535761,"4216/22976/79733/144455",4
"GO:0043489","GO:0043489","RNA stabilization","10/778","80/18986",0.125,3.0504498714653,3.79890383396929,0.0015517135207461,0.012758913156267,0.0109191990156838,"1660/4904/3192/3184/55132/8241/1736/3183/2521/1869",10
"GO:0031100","GO:0031100","animal organ regeneration","9/778","67/18986",0.134328358208955,3.27809538426121,3.86121685880634,0.00158156609490704,0.0129757939171164,0.011104807629943,"890/2146/983/10419/6426/1636/5111/6790/6209",9
"GO:0000729","GO:0000729","DNA double-strand break processing","5/778","22/18986",0.227272727272727,5.54627249357327,4.41027638422306,0.00167895101296788,0.0136845505052601,0.0117113682472018,"1763/7334/641/83990/51444",5
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","5/778","22/18986",0.227272727272727,5.54627249357327,4.41027638422306,0.00167895101296788,0.0136845505052601,0.0117113682472018,"6950/908/65057/55135/10856",5
"GO:2000001","GO:2000001","regulation of DNA damage checkpoint","5/778","22/18986",0.227272727272727,5.54627249357327,4.41027638422306,0.00167895101296788,0.0136845505052601,0.0117113682472018,"580/5888/79968/55159/672",5
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","6/778","32/18986",0.1875,4.57567480719794,4.18452861975483,0.00168877935617617,0.0137048116013167,0.0117287078855714,"9125/25904/4292/57472/27161/57690",6
"GO:2000279","GO:2000279","negative regulation of DNA biosynthetic process","6/778","32/18986",0.1875,4.57567480719794,4.18452861975483,0.00168877935617617,0.0137048116013167,0.0117287078855714,"5394/3192/167227/3178/3183/65057",6
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","9/778","68/18986",0.132352941176471,3.22988809919855,3.80771024397919,0.00175791119208948,0.0142348860739046,0.0121823506518817,"9156/2956/165918/10721/4292/7468/22976/79915/6929",9
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","8/778","56/18986",0.142857142857143,3.48622842453177,3.85144509204661,0.0019082594068191,0.015418901224363,0.013195642059002,"163786/6491/6241/27085/9134/6240/55835/990",8
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","23/778","289/18986",0.0795847750865052,1.94215493546579,3.33617836575175,0.00191625922220998,0.0154500986533691,0.0132223411149421,"1660/4904/26135/3192/9125/25904/4292/3184/55132/57472/4869/167227/8241/27161/28960/55110/328/3183/2521/9775/57690/1869/8570",23
"GO:0000012","GO:0000012","single strand break repair","4/778","14/18986",0.285714285714286,6.97245684906353,4.62087752032954,0.00201505176727938,0.0161074694802012,0.0137849253098004,"142/55247/55775/7515",4
"GO:0002566","GO:0002566","somatic diversification of immune receptors via somatic mutation","4/778","14/18986",0.285714285714286,6.97245684906353,4.62087752032954,0.00201505176727938,0.0161074694802012,0.0137849253098004,"9156/2956/10721/4292",4
"GO:0033262","GO:0033262","regulation of nuclear cell cycle DNA replication","4/778","14/18986",0.285714285714286,6.97245684906353,4.62087752032954,0.00201505176727938,0.0161074694802012,0.0137849253098004,"8317/10926/81620/80174",4
"GO:0090435","GO:0090435","protein localization to nuclear envelope","4/778","14/18986",0.285714285714286,6.97245684906353,4.62087752032954,0.00201505176727938,0.0161074694802012,0.0137849253098004,"53371/4001/5347/84823",4
"GO:0046033","GO:0046033","AMP metabolic process","5/778","23/18986",0.217391304347826,5.30513021124399,4.27032239311147,0.00207377978953535,0.0164711062858201,0.0140961291405146,"5471/10606/3251/5198/2618",5
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","5/778","23/18986",0.217391304347826,5.30513021124399,4.27032239311147,0.00207377978953535,0.0164711062858201,0.0140961291405146,"991/5347/6187/11065/27338",5
"GO:0140861","GO:0140861","DNA repair-dependent chromatin remodeling","5/778","23/18986",0.217391304347826,5.30513021124399,4.27032239311147,0.00207377978953535,0.0164711062858201,0.0140961291405146,"23028/165918/54969/25842/10038",5
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","6/778","34/18986",0.176470588235294,4.30651746559806,3.98884106841955,0.00233811839785097,0.018491940633851,0.0158255783619039,"142/9125/6502/23376/11331/672",6
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","6/778","34/18986",0.176470588235294,4.30651746559806,3.98884106841955,0.00233811839785097,0.018491940633851,0.0158255783619039,"23028/6201/51616/3190/1984/79915",6
"GO:0048255","GO:0048255","mRNA stabilization","9/778","71/18986",0.126760563380282,3.09341395416199,3.65296148420635,0.00238306731723672,0.0188075904762044,0.0160957144938543,"1660/4904/3192/3184/55132/8241/3183/2521/1869",9
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/778","24/18986",0.208333333333333,5.08408311910883,4.13830121823131,0.00253224742943391,0.0199427840803308,0.0170672239580988,"5394/5393/23404/11340/23481",5
"GO:0010457","GO:0010457","centriole-centriole cohesion","4/778","15/18986",0.266666666666667,6.5076263924593,4.41091782293135,0.00265942618904704,0.0208563822767071,0.0178490899685045,"4751/151648/9662/4957",4
"GO:1904507","GO:1904507","positive regulation of telomere maintenance in response to DNA damage","4/778","15/18986",0.266666666666667,6.5076263924593,4.41091782293135,0.00265942618904704,0.0208563822767071,0.0178490899685045,"8607/86/10445/10856",4
"GO:0016073","GO:0016073","snRNA metabolic process","8/778","59/18986",0.135593220338983,3.30896257243693,3.67168981521002,0.00267538941490119,0.020937586343451,0.0179185851797972,"25896/5394/5393/51574/23517/1736/23404/11340",8
"GO:0032543","GO:0032543","mitochondrial translation","13/778","131/18986",0.099236641221374,2.42173119566711,3.37523370429007,0.00282623394331213,0.0220718228250715,0.018889275529514,"55157/79590/65005/57129/11222/65008/29074/84300/51116/10240/51081/708/90480",13
"GO:0030010","GO:0030010","establishment of cell polarity","15/778","164/18986",0.0914634146341463,2.23203649131607,3.27549233605783,0.00309824790956971,0.0241456355875234,0.0206640641809561,"29899/1058/4085/10399/54908/89958/7465/9585/81624/221150/4752/5347/10615/220134/10403",15
"GO:0001556","GO:0001556","oocyte maturation","6/778","36/18986",0.166666666666667,4.06726649528706,3.80769479932689,0.00315932393128137,0.0245192437327929,0.0209838015788138,"1909/9319/26271/3021/6790/994",6
"GO:0016180","GO:0016180","snRNA processing","6/778","36/18986",0.166666666666667,4.06726649528706,3.80769479932689,0.00315932393128137,0.0245192437327929,0.0209838015788138,"25896/5393/51574/1736/23404/11340",6
"GO:0045292","GO:0045292","mRNA cis splicing, via spliceosome","7/778","48/18986",0.145833333333333,3.55885818337618,3.66913555240108,0.00321292902250204,0.024883535354772,0.0212955658075861,"5394/6432/8899/6631/28960/6426/10291",7
"GO:0001824","GO:0001824","blastocyst development","12/778","118/18986",0.101694915254237,2.4817219293277,3.33740379294197,0.00330467645945494,0.0255411122632408,0.0218583263690656,"4751/4678/6241/9654/86/54892/84296/5501/9837/56949/55723/6598",12
"GO:0006361","GO:0006361","transcription initiation at RNA polymerase I promoter","4/778","16/18986",0.25,6.10089974293059,4.2192677919083,0.00343203183403846,0.0262536369599704,0.0224681117694278,"64425/7343/6597/6598",4
"GO:0051290","GO:0051290","protein heterotetramerization","4/778","16/18986",0.25,6.10089974293059,4.2192677919083,0.00343203183403846,0.0262536369599704,0.0224681117694278,"6241/6240/11052/11051",4
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","4/778","16/18986",0.25,6.10089974293059,4.2192677919083,0.00343203183403846,0.0262536369599704,0.0224681117694278,"6125/6201/4085/26271",4
"GO:0085020","GO:0085020","protein K6-linked ubiquitination","4/778","16/18986",0.25,6.10089974293059,4.2192677919083,0.00343203183403846,0.0262536369599704,0.0224681117694278,"29089/580/672/27338",4
"GO:2000767","GO:2000767","positive regulation of cytoplasmic translation","4/778","16/18986",0.25,6.10089974293059,4.2192677919083,0.00343203183403846,0.0262536369599704,0.0224681117694278,"1660/4904/3192/3184",4
"GO:0043487","GO:0043487","regulation of RNA stability","22/778","285/18986",0.0771929824561404,1.88378658729085,3.10743031333586,0.00344512574946738,0.0262999067950137,0.0225077099335561,"1660/4904/26135/3192/9125/25904/4292/3184/55132/57472/4869/167227/8241/1736/27161/28960/328/3183/2521/57690/1869/8570",22
"GO:1902017","GO:1902017","regulation of cilium assembly","9/778","75/18986",0.12,2.92843187660668,3.45892912270836,0.00347774592809664,0.0264947460195608,0.0226744551917794,"55704/79598/9662/347240/4957/10198/55835/23224/9738",9
"GO:0009165","GO:0009165","nucleotide biosynthetic process","19/778","233/18986",0.0815450643776824,1.98999304919624,3.14295892985298,0.00349528738199005,0.0265741502993256,0.0227424101282877,"142/515/6390/1841/6241/8833/5471/1633/10606/5634/3251/30968/4712/6240/3735/5198/4830/6470/2618",19
"GO:0051347","GO:0051347","positive regulation of transferase activity","23/778","304/18986",0.0756578947368421,1.84632492220268,3.07486614469913,0.00362069894636803,0.0274716852983574,0.0235105291018977,"63967/991/84722/9928/55704/7520/1894/5984/1062/4216/5982/2146/5985/5983/3320/5347/6187/63922/22974/5111/11065/27338/2547",23
"GO:0040020","GO:0040020","regulation of meiotic nuclear division","6/778","37/18986",0.162162162162162,3.95734037379282,3.7219711575218,0.0036424432857085,0.0275806101126771,0.0236037479921539,"991/9319/26271/11130/10635/57082",6
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","5/778","26/18986",0.192307692307692,4.6929998022543,3.89502965690379,0.00366262236881423,0.0276772657951083,0.0236864668428536,"7520/6950/908/65057/55135",5
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","13/778","135/18986",0.0962962962962963,2.34997619727697,3.25379191366679,0.00367028668800238,0.0276791519319452,0.0236880810166661,"991/23028/6502/22976/7334/57697/55215/5347/6187/11065/10054/27338/10055",13
"GO:0033157","GO:0033157","regulation of intracellular protein transport","14/778","151/18986",0.0927152317880795,2.26258533512658,3.21981099415482,0.00370890639142561,0.0279140071757899,0.0238890723641272,"580/1894/53371/8899/5569/10541/983/9585/64328/9818/3320/22994/7531/10155",14
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","25/778","342/18986",0.0730994152046784,1.78388881372239,3.02386187743711,0.00389421134227116,0.0291909456640527,0.0249818884459797,"25896/84230/142/26155/23028/64710/580/7520/1894/993/4869/9994/63979/55872/3014/10635/1965/5888/641/9212/672/5111/5424/10856/2547",25
"GO:0104004","GO:0104004","cellular response to environmental stimulus","25/778","342/18986",0.0730994152046784,1.78388881372239,3.02386187743711,0.00389421134227116,0.0291909456640527,0.0249818884459797,"25896/84230/142/26155/23028/64710/580/7520/1894/993/4869/9994/63979/55872/3014/10635/1965/5888/641/9212/672/5111/5424/10856/2547",25
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification","13/778","136/18986",0.0955882352941176,2.33269696053228,3.22410488055864,0.00391041042927441,0.0292536315280188,0.0250355356035183,"991/23028/6502/22976/7334/57697/55215/5347/6187/11065/10054/27338/10055",13
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","8/778","63/18986",0.126984126984127,3.0988697106949,3.44925050936605,0.00405017569956018,0.0302386117729163,0.0258784910487687,"9156/2956/165918/4292/7468/22976/79915/6929",8
"GO:0070316","GO:0070316","regulation of G0 to G1 transition","6/778","38/18986",0.157894736842105,3.85319983764037,3.63920296610999,0.00417829187715892,0.0311328614320045,0.026643798397263,"6599/86/6240/29117/6597/6598",6
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/778","17/18986",0.235294117647059,5.74202328746409,4.0432435434697,0.00434413319675784,0.0321758913164623,0.027536433275188,"55003/84154/6129/23481",4
"GO:0140588","GO:0140588","chromatin looping","4/778","17/18986",0.235294117647059,5.74202328746409,4.0432435434697,0.00434413319675784,0.0321758913164623,0.027536433275188,"23137/54780/5094/10664",4
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/778","17/18986",0.235294117647059,5.74202328746409,4.0432435434697,0.00434413319675784,0.0321758913164623,0.027536433275188,"23028/51616/3190/79915",4
"GO:0043488","GO:0043488","regulation of mRNA stability","21/778","273/18986",0.0769230769230769,1.87719992090172,3.01767298831615,0.00437905227785829,0.0322949208243341,0.0276382998581228,"1660/4904/26135/3192/9125/25904/4292/3184/55132/57472/4869/167227/8241/27161/28960/328/3183/2521/57690/1869/8570",21
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","10/778","92/18986",0.108695652173913,2.652565105622,3.28438842806959,0.00438615720812681,0.0322949208243341,0.0276382998581228,"1660/4904/3192/3184/55132/8241/1736/3183/2521/1869",10
"GO:2000243","GO:2000243","positive regulation of reproductive process","10/778","92/18986",0.108695652173913,2.652565105622,3.28438842806959,0.00438615720812681,0.0322949208243341,0.0276382998581228,"993/8633/995/3066/27161/10635/57082/708/6790/994",10
"GO:0032984","GO:0032984","protein-containing complex disassembly","20/778","258/18986",0.0775193798449612,1.89175185827305,2.98106985233509,0.00490723826448707,0.0360604733097052,0.0308608954262708,"11004/3925/6599/6059/3159/347240/6418/6749/81930/81624/26586/11198/55192/9212/146909/1984/22974/83743/6597/6598",20
"GO:0007097","GO:0007097","nuclear migration","5/778","28/18986",0.178571428571429,4.35778553066471,3.67535832377544,0.00511508817549081,0.0374404395276612,0.0320418836173676,"10460/4001/23224/29109/84823",5
"GO:2000819","GO:2000819","regulation of nucleotide-excision repair","5/778","28/18986",0.178571428571429,4.35778553066471,3.67535832377544,0.00511508817549081,0.0374404395276612,0.0320418836173676,"6599/86/29117/6597/6598",5
"GO:2000241","GO:2000241","regulation of reproductive process","17/778","207/18986",0.0821256038647343,2.00416030202551,3.00272781405926,0.00517700298728142,0.0378194758346801,0.032366266487587,"991/259266/993/8633/995/9319/3066/7272/26271/27161/11130/10635/57082/996/708/6790/994",17
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","9/778","80/18986",0.1125,2.74540488431877,3.23374172621392,0.00536171683947761,0.0390923612534569,0.0334556139140924,"1660/4904/3192/3184/55132/8241/3183/2521/1869",9
"GO:0043923","GO:0043923","positive regulation by host of viral transcription","4/778","18/18986",0.222222222222222,5.42302199371608,3.8806864825879,0.00540649296046834,0.0392977442345934,0.0336313826193102,"64710/22938/6597/6598",4
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","6/778","40/18986",0.15,3.66053984575835,3.48180924102707,0.00542146752767629,0.0392977442345934,0.0336313826193102,"1660/3192/2956/23234/5216/29128",6
"GO:0045023","GO:0045023","G0 to G1 transition","6/778","40/18986",0.15,3.66053984575835,3.48180924102707,0.00542146752767629,0.0392977442345934,0.0336313826193102,"6599/86/6240/29117/6597/6598",6
"GO:0090398","GO:0090398","cellular senescence","11/778","110/18986",0.1,2.44035989717224,3.1316726268217,0.00545770293092111,0.0394837306998614,0.0337905516020921,"4904/7155/4869/26271/3159/23137/3014/1017/6909/5933/23636",11
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","10/778","95/18986",0.105263157894737,2.56879989176025,3.16858860613699,0.00551154386940255,0.0397961184999608,0.0340578960473109,"1894/8899/10541/983/9585/64328/3320/22994/7531/10155",10
"GO:0010332","GO:0010332","response to gamma radiation","7/778","53/18986",0.132075471698113,3.22311684532182,3.35007464342401,0.00564077000133986,0.0406505683687291,0.0347891423573795,"142/23028/7520/2177/7516/3014/2547",7
"GO:0006352","GO:0006352","DNA-templated transcription initiation","17/778","209/18986",0.0813397129186603,1.98498173454201,2.95973067656968,0.00569243847622317,0.0409438782885185,0.0350401597714985,"26155/8467/9774/9656/22976/51616/64425/9328/10432/6877/3146/328/4150/29117/7343/6597/6598",17
"GO:0006353","GO:0006353","DNA-templated transcription termination","5/778","29/18986",0.172413793103448,4.20751706409006,3.57311625210111,0.00597599807265716,0.0429007707792869,0.0367148869443613,"8458/1660/80335/10419/4150",5
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","6/778","41/18986",0.146341463414634,3.57125838610571,3.40686026944721,0.00613545613207994,0.0439609553571102,0.0376222029717398,"1841/6241/1633/6240/55270/6470",6
"GO:0031398","GO:0031398","positive regulation of protein ubiquitination","11/778","112/18986",0.0982142857142857,2.39678204186559,3.06457077473224,0.00624385501837389,0.0444918565759444,0.038076553275337,"991/23028/6502/22976/7334/57697/55215/5347/6187/11065/27338",11
"GO:0007129","GO:0007129","homologous chromosome pairing at meiosis","7/778","54/18986",0.12962962962963,3.16342949633438,3.29082930070842,0.00625722601188611,0.0444918565759444,0.038076553275337,"55706/2177/4292/9319/9134/29893/83990",7
"GO:0019083","GO:0019083","viral transcription","7/778","54/18986",0.12962962962963,3.16342949633438,3.29082930070842,0.00625722601188611,0.0444918565759444,0.038076553275337,"1660/64710/51574/5702/22938/6597/6598",7
"GO:0030490","GO:0030490","maturation of SSU-rRNA","7/778","54/18986",0.12962962962963,3.16342949633438,3.29082930070842,0.00625722601188611,0.0444918565759444,0.038076553275337,"79954/83732/88745/84916/55813/25926/6217",7
"GO:0035561","GO:0035561","regulation of chromatin binding","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"51053/1663/81620",3
"GO:0051292","GO:0051292","nuclear pore complex assembly","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"55706/57122/9688",3
"GO:0051660","GO:0051660","establishment of centrosome localization","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"4085/7430/29109",3
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"5859/55872/2305",3
"GO:0110025","GO:0110025","DNA strand resection involved in replication fork processing","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"9156/580/672",3
"GO:1990700","GO:1990700","nucleolar chromatin organization","3/778","10/18986",0.3,7.32107969151671,4.13288105752949,0.00662633570183317,0.0464300065577105,0.0397352404310492,"8467/6839/1663",3
"GO:0010968","GO:0010968","regulation of microtubule nucleation","4/778","19/18986",0.210526315789474,5.1375997835205,3.7298377118639,0.00662930444555577,0.0464300065577105,0.0397352404310492,"79441/115106/93323/23354",4
"GO:0045091","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","4/778","19/18986",0.210526315789474,5.1375997835205,3.7298377118639,0.00662930444555577,0.0464300065577105,0.0397352404310492,"7155/7153/10155/9582",4
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","6/778","42/18986",0.142857142857143,3.48622842453177,3.33421658088347,0.00691547418319418,0.0480328573442962,0.0411069753521054,"1841/6241/1633/6240/55270/6470",6
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","6/778","42/18986",0.142857142857143,3.48622842453177,3.33421658088347,0.00691547418319418,0.0480328573442962,0.0411069753521054,"1841/6241/1633/6240/55270/6470",6
"GO:0002204","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","7/778","55/18986",0.127272727272727,3.10591259640103,3.23294924227873,0.00692249591514369,0.0480328573442962,0.0411069753521054,"9156/2956/165918/4292/7468/22976/79915",7
"GO:0002208","GO:0002208","somatic diversification of immunoglobulins involved in immune response","7/778","55/18986",0.127272727272727,3.10591259640103,3.23294924227873,0.00692249591514369,0.0480328573442962,0.0411069753521054,"9156/2956/165918/4292/7468/22976/79915",7
"GO:0045190","GO:0045190","isotype switching","7/778","55/18986",0.127272727272727,3.10591259640103,3.23294924227873,0.00692249591514369,0.0480328573442962,0.0411069753521054,"9156/2956/165918/4292/7468/22976/79915",7
"GO:0042752","GO:0042752","regulation of circadian rhythm","11/778","114/18986",0.0964912280701754,2.35473323411356,2.99889474774938,0.00711622561510925,0.0492854735087251,0.0421789761582982,"142/6421/3184/2146/4841/5499/983/5501/8914/56938/7153",11
"GO:0021987","GO:0021987","cerebral cortex development","12/778","130/18986",0.0923076923076923,2.25263990508206,2.96235506270227,0.00717371376740215,0.0495916175809485,0.0424409771619211,"259266/23028/9928/200933/6434/10460/3014/23224/9289/7531/284403/2618",12
